airport,date,size,mu
OAK_SFO_SJC_SMF,2020-01-06,7,31
OAK_SFO_SJC_SMF,2020-01-07,6,26
OAK_SFO_SJC_SMF,2020-01-08,6,20
OAK_SFO_SJC_SMF,2020-01-09,6,27
OAK_SFO_SJC_SMF,2020-01-10,5,30
OAK_SFO_SJC_SMF,2020-01-11,5,18
OAK_SFO_SJC_SMF,2020-01-12,6,25
OAK_SFO_SJC_SMF,2020-01-13,7,18
OAK_SFO_SJC_SMF,2020-01-14,5,17
OAK_SFO_SJC_SMF,2020-01-15,7,23
OAK_SFO_SJC_SMF,2020-01-16,7,24
OAK_SFO_SJC_SMF,2020-01-17,8,23
OAK_SFO_SJC_SMF,2020-01-18,5,24
OAK_SFO_SJC_SMF,2020-01-19,5,25
OAK_SFO_SJC_SMF,2020-01-20,6,26
OAK_SFO_SJC_SMF,2020-01-21,7,26
OAK_SFO_SJC_SMF,2020-01-22,6,32
OAK_SFO_SJC_SMF,2020-01-23,8,26
OAK_SFO_SJC_SMF,2020-01-24,5,17
OAK_SFO_SJC_SMF,2020-01-25,7,23
OAK_SFO_SJC_SMF,2020-01-26,6,30
OAK_SFO_SJC_SMF,2020-01-27,8,21
OAK_SFO_SJC_SMF,2020-01-28,4,28
OAK_SFO_SJC_SMF,2020-01-29,5,16
OAK_SFO_SJC_SMF,2020-01-30,6,19
OAK_SFO_SJC_SMF,2020-01-31,7,20
OAK_SFO_SJC_SMF,2020-02-01,5,11
OAK_SFO_SJC_SMF,2020-02-02,6,29
OAK_SFO_SJC_SMF,2020-02-03,5,24
OAK_SFO_SJC_SMF,2020-02-04,5,21
OAK_SFO_SJC_SMF,2020-02-05,7,27
OAK_SFO_SJC_SMF,2020-02-06,5,29
OAK_SFO_SJC_SMF,2020-02-07,5,23
OAK_SFO_SJC_SMF,2020-02-08,5,28
OAK_SFO_SJC_SMF,2020-02-09,4,22
OAK_SFO_SJC_SMF,2020-02-10,7,17
OAK_SFO_SJC_SMF,2020-02-11,7,16
OAK_SFO_SJC_SMF,2020-02-12,7,26
OAK_SFO_SJC_SMF,2020-02-13,5,18
OAK_SFO_SJC_SMF,2020-02-14,6,18
OAK_SFO_SJC_SMF,2020-02-15,7,20
OAK_SFO_SJC_SMF,2020-02-16,6,25
OAK_SFO_SJC_SMF,2020-02-17,6,19
OAK_SFO_SJC_SMF,2020-02-18,6,23
OAK_SFO_SJC_SMF,2020-02-19,5,27
OAK_SFO_SJC_SMF,2020-02-20,6,20
OAK_SFO_SJC_SMF,2020-02-21,7,28
OAK_SFO_SJC_SMF,2020-02-22,7,24
OAK_SFO_SJC_SMF,2020-02-23,6,21
OAK_SFO_SJC_SMF,2020-02-24,6,20
OAK_SFO_SJC_SMF,2020-02-25,6,21
OAK_SFO_SJC_SMF,2020-02-26,6,22
OAK_SFO_SJC_SMF,2020-02-27,8,25
OAK_SFO_SJC_SMF,2020-02-28,6,20
OAK_SFO_SJC_SMF,2020-02-29,7,27
OAK_SFO_SJC_SMF,2020-03-01,8,21
OAK_SFO_SJC_SMF,2020-03-02,8,30
OAK_SFO_SJC_SMF,2020-03-03,7,28
OAK_SFO_SJC_SMF,2020-03-04,7,30
OAK_SFO_SJC_SMF,2020-03-05,6,26
OAK_SFO_SJC_SMF,2020-03-06,5,25
OAK_SFO_SJC_SMF,2020-03-07,8,15
OAK_SFO_SJC_SMF,2020-03-08,6,30
OAK_SFO_SJC_SMF,2020-03-09,6,30
OAK_SFO_SJC_SMF,2020-03-10,8,22
OAK_SFO_SJC_SMF,2020-03-11,8,28
OAK_SFO_SJC_SMF,2020-03-12,7,20
OAK_SFO_SJC_SMF,2020-03-13,6,26
OAK_SFO_SJC_SMF,2020-03-14,4,24
OAK_SFO_SJC_SMF,2020-03-15,8,15
OAK_SFO_SJC_SMF,2020-03-16,8,21
OAK_SFO_SJC_SMF,2020-03-17,11,30
OAK_SFO_SJC_SMF,2020-03-18,7,21
OAK_SFO_SJC_SMF,2020-03-19,7,33
OAK_SFO_SJC_SMF,2020-03-20,8,29
OAK_SFO_SJC_SMF,2020-03-21,5,17
OAK_SFO_SJC_SMF,2020-03-22,7,20
OAK_SFO_SJC_SMF,2020-03-23,7,19
OAK_SFO_SJC_SMF,2020-03-24,6,22
OAK_SFO_SJC_SMF,2020-03-25,5,21
OAK_SFO_SJC_SMF,2020-03-26,6,28
OAK_SFO_SJC_SMF,2020-03-27,4,29
OAK_SFO_SJC_SMF,2020-03-28,8,23
OAK_SFO_SJC_SMF,2020-03-29,6,18
OAK_SFO_SJC_SMF,2020-03-30,7,20
OAK_SFO_SJC_SMF,2020-03-31,5,16
OAK_SFO_SJC_SMF,2020-04-01,5,20
OAK_SFO_SJC_SMF,2020-04-02,5,21
OAK_SFO_SJC_SMF,2020-04-03,7,23
OAK_SFO_SJC_SMF,2020-04-04,6,26
OAK_SFO_SJC_SMF,2020-04-05,6,20
OAK_SFO_SJC_SMF,2020-04-06,9,26
OAK_SFO_SJC_SMF,2020-04-07,4,20
OAK_SFO_SJC_SMF,2020-04-08,6,23
OAK_SFO_SJC_SMF,2020-04-09,6,13
OAK_SFO_SJC_SMF,2020-04-10,6,23
OAK_SFO_SJC_SMF,2020-04-11,6,27
OAK_SFO_SJC_SMF,2020-04-12,5,17
OAK_SFO_SJC_SMF,2020-04-13,5,28
OAK_SFO_SJC_SMF,2020-04-14,5,22
OAK_SFO_SJC_SMF,2020-04-15,6,13
OAK_SFO_SJC_SMF,2020-04-16,7,20
OAK_SFO_SJC_SMF,2020-04-17,8,27
OAK_SFO_SJC_SMF,2020-04-18,6,27
OAK_SFO_SJC_SMF,2020-04-19,5,19
OAK_SFO_SJC_SMF,2020-04-20,7,24
OAK_SFO_SJC_SMF,2020-04-21,5,15
OAK_SFO_SJC_SMF,2020-04-22,9,27
OAK_SFO_SJC_SMF,2020-04-23,5,15
OAK_SFO_SJC_SMF,2020-04-24,9,21
OAK_SFO_SJC_SMF,2020-04-25,5,27
OAK_SFO_SJC_SMF,2020-04-26,5,16
OAK_SFO_SJC_SMF,2020-04-27,5,25
OAK_SFO_SJC_SMF,2020-04-28,5,16
OAK_SFO_SJC_SMF,2020-04-29,7,16
OAK_SFO_SJC_SMF,2020-04-30,5,15
OAK_SFO_SJC_SMF,2020-05-01,4,20
OAK_SFO_SJC_SMF,2020-05-02,4,18
OAK_SFO_SJC_SMF,2020-05-03,5,13
OAK_SFO_SJC_SMF,2020-05-04,4,17
OAK_SFO_SJC_SMF,2020-05-05,8,22
OAK_SFO_SJC_SMF,2020-05-06,8,13
OAK_SFO_SJC_SMF,2020-05-07,4,24
OAK_SFO_SJC_SMF,2020-05-08,7,28
OAK_SFO_SJC_SMF,2020-05-09,6,18
OAK_SFO_SJC_SMF,2020-05-10,4,23
OAK_SFO_SJC_SMF,2020-05-11,5,17
OAK_SFO_SJC_SMF,2020-05-12,5,12
OAK_SFO_SJC_SMF,2020-05-13,9,21
OAK_SFO_SJC_SMF,2020-05-14,6,19
OAK_SFO_SJC_SMF,2020-05-15,4,14
OAK_SFO_SJC_SMF,2020-05-16,8,21
OAK_SFO_SJC_SMF,2020-05-17,7,21
OAK_SFO_SJC_SMF,2020-05-18,6,23
OAK_SFO_SJC_SMF,2020-05-19,6,23
OAK_SFO_SJC_SMF,2020-05-20,8,25
OAK_SFO_SJC_SMF,2020-05-21,6,26
OAK_SFO_SJC_SMF,2020-05-22,6,18
OAK_SFO_SJC_SMF,2020-05-23,5,20
OAK_SFO_SJC_SMF,2020-05-24,5,21
OAK_SFO_SJC_SMF,2020-05-25,7,28
OAK_SFO_SJC_SMF,2020-05-26,7,15
OAK_SFO_SJC_SMF,2020-05-27,10,20
OAK_SFO_SJC_SMF,2020-05-28,6,18
OAK_SFO_SJC_SMF,2020-05-29,6,26
OAK_SFO_SJC_SMF,2020-05-30,4,17
OAK_SFO_SJC_SMF,2020-05-31,9,25
OAK_SFO_SJC_SMF,2020-06-01,6,21
OAK_SFO_SJC_SMF,2020-06-02,8,19
OAK_SFO_SJC_SMF,2020-06-03,8,18
OAK_SFO_SJC_SMF,2020-06-04,8,24
OAK_SFO_SJC_SMF,2020-06-05,7,27
OAK_SFO_SJC_SMF,2020-06-06,5,20
OAK_SFO_SJC_SMF,2020-06-07,5,16
OAK_SFO_SJC_SMF,2020-06-08,7,25
OAK_SFO_SJC_SMF,2020-06-09,7,18
OAK_SFO_SJC_SMF,2020-06-10,7,25
OAK_SFO_SJC_SMF,2020-06-11,5,25
OAK_SFO_SJC_SMF,2020-06-12,6,17
OAK_SFO_SJC_SMF,2020-06-13,6,21
OAK_SFO_SJC_SMF,2020-06-14,5,16
OAK_SFO_SJC_SMF,2020-06-15,7,34
OAK_SFO_SJC_SMF,2020-06-16,5,19
OAK_SFO_SJC_SMF,2020-06-17,6,26
OAK_SFO_SJC_SMF,2020-06-18,10,21
OAK_SFO_SJC_SMF,2020-06-19,4,23
OAK_SFO_SJC_SMF,2020-06-20,8,17
OAK_SFO_SJC_SMF,2020-06-21,6,16
OAK_SFO_SJC_SMF,2020-06-22,5,28
OAK_SFO_SJC_SMF,2020-06-23,5,27
OAK_SFO_SJC_SMF,2020-06-24,7,21
OAK_SFO_SJC_SMF,2020-06-25,6,16
OAK_SFO_SJC_SMF,2020-06-26,7,17
OAK_SFO_SJC_SMF,2020-06-27,7,26
OAK_SFO_SJC_SMF,2020-06-28,5,24
OAK_SFO_SJC_SMF,2020-06-29,8,21
OAK_SFO_SJC_SMF,2020-06-30,6,19
OAK_SFO_SJC_SMF,2020-07-01,4,19
OAK_SFO_SJC_SMF,2020-07-02,8,17
OAK_SFO_SJC_SMF,2020-07-03,4,26
OAK_SFO_SJC_SMF,2020-07-04,7,14
OAK_SFO_SJC_SMF,2020-07-05,8,19
OAK_SFO_SJC_SMF,2020-07-06,5,28
OAK_SFO_SJC_SMF,2020-07-07,6,29
OAK_SFO_SJC_SMF,2020-07-08,6,18
OAK_SFO_SJC_SMF,2020-07-09,6,31
OAK_SFO_SJC_SMF,2020-07-10,6,26
OAK_SFO_SJC_SMF,2020-07-11,6,24
OAK_SFO_SJC_SMF,2020-07-12,6,16
OAK_SFO_SJC_SMF,2020-07-13,7,25
OAK_SFO_SJC_SMF,2020-07-14,6,21
OAK_SFO_SJC_SMF,2020-07-15,6,22
OAK_SFO_SJC_SMF,2020-07-16,6,28
OAK_SFO_SJC_SMF,2020-07-17,7,12
OAK_SFO_SJC_SMF,2020-07-18,8,28
OAK_SFO_SJC_SMF,2020-07-19,5,29
OAK_SFO_SJC_SMF,2020-07-20,8,10
OAK_SFO_SJC_SMF,2020-07-21,6,29
OAK_SFO_SJC_SMF,2020-07-22,5,20
OAK_SFO_SJC_SMF,2020-07-23,8,22
OAK_SFO_SJC_SMF,2020-07-24,5,28
OAK_SFO_SJC_SMF,2020-07-25,6,17
OAK_SFO_SJC_SMF,2020-07-26,6,27
OAK_SFO_SJC_SMF,2020-07-27,4,19
OAK_SFO_SJC_SMF,2020-07-28,7,17
OAK_SFO_SJC_SMF,2020-07-29,6,14
OAK_SFO_SJC_SMF,2020-07-30,5,16
OAK_SFO_SJC_SMF,2020-07-31,4,22
OAK_SFO_SJC_SMF,2020-08-01,7,34
OAK_SFO_SJC_SMF,2020-08-02,9,18
OAK_SFO_SJC_SMF,2020-08-03,6,22
OAK_SFO_SJC_SMF,2020-08-04,8,22
OAK_SFO_SJC_SMF,2020-08-05,5,19
OAK_SFO_SJC_SMF,2020-08-06,7,17
OAK_SFO_SJC_SMF,2020-08-07,4,27
OAK_SFO_SJC_SMF,2020-08-08,6,7
OAK_SFO_SJC_SMF,2020-08-09,5,24
OAK_SFO_SJC_SMF,2020-08-10,7,26
OAK_SFO_SJC_SMF,2020-08-11,5,18
OAK_SFO_SJC_SMF,2020-08-12,6,22
OAK_SFO_SJC_SMF,2020-08-13,8,23
OAK_SFO_SJC_SMF,2020-08-14,4,19
OAK_SFO_SJC_SMF,2020-08-15,6,21
OAK_SFO_SJC_SMF,2020-08-16,5,21
OAK_SFO_SJC_SMF,2020-08-17,6,20
OAK_SFO_SJC_SMF,2020-08-18,7,18
OAK_SFO_SJC_SMF,2020-08-19,6,23
OAK_SFO_SJC_SMF,2020-08-20,6,22
OAK_SFO_SJC_SMF,2020-08-21,5,21
OAK_SFO_SJC_SMF,2020-08-22,6,8
OAK_SFO_SJC_SMF,2020-08-23,8,18
OAK_SFO_SJC_SMF,2020-08-24,9,18
OAK_SFO_SJC_SMF,2020-08-25,6,21
OAK_SFO_SJC_SMF,2020-08-26,5,14
OAK_SFO_SJC_SMF,2020-08-27,6,21
OAK_SFO_SJC_SMF,2020-08-28,7,30
OAK_SFO_SJC_SMF,2020-08-29,7,19
OAK_SFO_SJC_SMF,2020-08-30,6,32
OAK_SFO_SJC_SMF,2020-08-31,6,26
OAK_SFO_SJC_SMF,2020-09-01,7,13
OAK_SFO_SJC_SMF,2020-09-02,6,17
OAK_SFO_SJC_SMF,2020-09-03,7,20
OAK_SFO_SJC_SMF,2020-09-04,5,14
OAK_SFO_SJC_SMF,2020-09-05,6,17
OAK_SFO_SJC_SMF,2020-09-06,5,19
OAK_SFO_SJC_SMF,2020-09-07,7,23
OAK_SFO_SJC_SMF,2020-09-08,8,26
OAK_SFO_SJC_SMF,2020-09-09,4,22
OAK_SFO_SJC_SMF,2020-09-10,4,22
OAK_SFO_SJC_SMF,2020-09-11,4,22
OAK_SFO_SJC_SMF,2020-09-12,7,20
OAK_SFO_SJC_SMF,2020-09-13,6,23
OAK_SFO_SJC_SMF,2020-09-14,6,18
OAK_SFO_SJC_SMF,2020-09-15,6,15
OAK_SFO_SJC_SMF,2020-09-16,7,23
OAK_SFO_SJC_SMF,2020-09-17,5,28
OAK_SFO_SJC_SMF,2020-09-18,5,17
OAK_SFO_SJC_SMF,2020-09-19,6,14
OAK_SFO_SJC_SMF,2020-09-20,7,25
OAK_SFO_SJC_SMF,2020-09-21,5,17
OAK_SFO_SJC_SMF,2020-09-22,7,19
OAK_SFO_SJC_SMF,2020-09-23,5,13
OAK_SFO_SJC_SMF,2020-09-24,7,22
OAK_SFO_SJC_SMF,2020-09-25,4,25
OAK_SFO_SJC_SMF,2020-09-26,5,21
OAK_SFO_SJC_SMF,2020-09-27,5,23
OAK_SFO_SJC_SMF,2020-09-28,6,23
OAK_SFO_SJC_SMF,2020-09-29,4,18
OAK_SFO_SJC_SMF,2020-09-30,5,24
OAK_SFO_SJC_SMF,2020-10-01,8,25
